taxpayer_type,mailing_city,mailing_province,province,city_municipality,barangay,property_type,class_code,zoning_classification,land_use,unit_no,lot_area_sqm,market_value,assessment_level,assessed_value,tax_rate,tax_amount,assessment_year,years_as_owner,prior_assessments,prior_late_payments,prior_unpaid_payments,avg_previous_delay_days,outstanding_balance,payment_compliance_score,is_late_payment,due_month,due_quarter,log_market_value,log_assessed_value,log_outstanding_balance
Individual,Don Marcelino,Davao Occidental,Davao Del Sur,City of Digos,Balabag,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 28B,109,1126075.39,0.25,281518.85,0.0152,4279.09,2023,6,7,2,1,42.6,2347.8,47.86,0,12.0,4.0,13.934249927298909,12.5479582391735,7.761659838420196
Company,Lupon,Davao Oriental,Davao Del Sur,Sulop,Poblacion,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,421,2941730.96,0.4,1176692.38,0.0141,16591.36,2021,12,8,5,1,69.3,16048.48,8.52,1,9.0,3.0,14.894509067903192,13.978218842533245,9.683431729279416
Company,City of Davao,Davao Del Sur,Davao Oriental,Caraga,Mercedes,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,65,360874.26,0.2,72174.85,0.0123,887.75,2024,21,8,5,2,89.8,1038.63,5.0,1,9.0,3.0,12.796287637436054,11.186860781392859,6.9466201596037624
Individual,Nabunturan,Davao De Oro,Davao Del Sur,City of Davao,Sibulan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,208,1912806.89,0.2,382561.38,0.0107,4093.41,2023,3,4,2,1,58.5,2423.83,32.63,1,6.0,2.0,14.464082819960907,12.85464700391914,7.793516697821463
Individual,Governor Generoso,Davao Oriental,Davao Del Sur,City of Davao,Barangay 19-B (Pob.),Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 02D,68,1222432.63,0.25,305608.16,0.0138,4217.39,2022,16,8,1,1,33.2,2131.67,66.35,0,6.0,2.0,14.01635420846884,12.630062309647286,7.6651299948285665
Individual,Island Garden City of Samal,Davao Del Norte,Davao Oriental,Boston,San Jose,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 22A,56,485026.8,0.25,121256.7,0.0149,1806.72,2024,17,8,4,2,101.3,2136.71,5.0,1,12.0,4.0,13.091961487864545,11.705673311938002,7.667490441599166
Individual,Cateel,Davao Oriental,Davao De Oro,Laak,Mangloy,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,314,1979109.86,0.2,395821.97,0.0111,4393.62,2022,17,8,4,1,79.4,3968.08,5.1,1,9.0,3.0,14.498158241206749,12.888722344827462,8.286289608790565
Individual,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Poblacion,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1861,1480972.31,0.4,592388.92,0.012,7108.67,2023,8,8,2,1,50.1,4017.7,50.23,0,6.0,2.0,14.208210071480522,13.291920345700968,8.298713746228904
Company,City of Davao,Davao Del Sur,Davao Oriental,Lupon,Don Mariano Marcos,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,2083,23713854.23,0.5,11856927.12,0.0163,193267.91,2021,12,8,2,1,33.2,138527.88,65.67,0,9.0,3.0,16.98157004414893,16.28842290618012,11.838834102727883
Company,Sarangani,Davao Occidental,Davao Del Sur,City of Davao,Gumalang,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 05C,75,1564440.89,0.25,391110.22,0.0123,4810.66,2022,18,8,1,1,34.6,2252.34,74.88,0,3.0,1.0,14.263039698544118,12.876747248647112,7.720168838944406
Company,City of Davao,Davao Del Sur,Davao Oriental,Manay,Holy Cross,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,299,2653826.65,0.5,1326913.32,0.0163,21628.69,2022,14,8,2,1,34.3,15908.83,60.7,0,9.0,3.0,14.791513552051976,14.09836674453804,9.674692436171037
Individual,Santa Cruz,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 33-D (Pob.),Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 05A,92,1089197.49,0.25,272299.37,0.013,3539.89,2021,15,8,2,1,38.2,1944.2,57.03,0,6.0,2.0,13.900952653442184,12.514661037456374,7.573120078529631
Company,Santa Maria,Davao Occidental,Davao Del Sur,City of Davao,Matina Pangi,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,97,674171.85,0.2,134834.37,0.012,1618.01,2021,5,5,3,1,81.2,1176.78,22.25,1,9.0,3.0,13.421241811021671,11.811809831766478,7.071386589554612
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Sulop,Poblacion,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4196,7080023.07,0.4,2832009.23,0.0135,38232.12,2024,4,5,1,0,23.1,12789.77,80.54,0,9.0,3.0,15.772787865381638,14.856497346077358,9.456479096044559
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Dominga,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4325,4822817.85,0.4,1929127.14,0.0103,19870.01,2023,16,8,2,1,26.8,12285.22,63.5,0,9.0,3.0,15.388869138735528,14.472578717882751,9.416233588123864
Individual,City of Digos,Davao Del Sur,Davao Oriental,Banaybanay,Cabangcalan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,319,1516288.02,0.2,303257.6,0.0111,3366.16,2024,18,8,3,1,53.3,2163.85,48.22,0,3.0,1.0,14.231776473451726,12.622341185843581,7.680106353971674
Individual,City of Panabo,Davao Del Norte,Davao De Oro,Laak,Imelda,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,265,2128472.48,0.2,425694.5,0.0143,6087.43,2024,6,7,1,0,16.2,1583.52,75.25,0,3.0,1.0,14.570915604694218,12.961479580935848,7.3680368013296365
Individual,Santo Tomas,Davao Del Norte,Davao Oriental,Lupon,Marayag,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 10D,35,644110.9,0.25,161027.73,0.0147,2367.11,2024,19,8,2,1,38.5,1322.22,54.03,0,9.0,3.0,13.375627747756335,11.98933807525176,7.187823439028233
Individual,Mawab,Davao De Oro,Davao De Oro,Maco,Teresa,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,208,1645079.07,0.2,329015.81,0.0142,4672.02,2023,3,2,1,0,33.6,1062.15,31.73,0,12.0,4.0,14.313299615769068,12.703864122667168,6.96899147845271
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,Bansalan,Libertad,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,303,1419064.32,0.2,283812.86,0.0145,4115.29,2022,12,8,3,2,78.7,4034.13,7.6,1,3.0,1.0,14.165508987499916,12.556073879724885,8.302793798276756
Individual,Bansalan,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Catagman,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,255,1058418.36,0.2,211683.67,0.0117,2476.7,2022,7,6,1,1,25.4,1570.21,59.4,0,,,13.87228718337674,12.262853040707848,7.359601302142066
Individual,City of Tagum,Davao Del Norte,Davao Del Sur,City of Davao,Ula,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,78,555068.62,0.2,111013.72,0.0131,1454.28,2024,13,8,5,2,73.3,1622.55,5.0,1,3.0,1.0,13.226848826302893,11.617418084114808,7.3923703887280405
Individual,City of Davao,Davao Del Sur,Davao Oriental,Manay,San Isidro,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,274,1525568.06,0.2,305113.61,0.0124,3783.41,2022,11,8,4,2,97.0,3787.36,5.0,1,12.0,4.0,14.237878052517335,12.628442755497302,8.23968848674906
Company,Santa Cruz,Davao Del Sur,Davao Del Sur,City of Davao,Tibuloy,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,545,5702556.15,0.5,2851278.08,0.0141,40203.02,2023,16,8,3,1,65.2,30323.88,28.73,1,3.0,1.0,15.556425255010671,14.863278251564235,10.319723776673342
Company,Padada,Davao Del Sur,Davao Del Norte,City of Panabo,Kiotoy,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,591,14528763.99,0.5,7264382.0,0.014,101701.35,2024,9,8,2,1,46.6,61205.6,44.13,1,9.0,3.0,16.49164103468692,15.798493923644237,11.02201030582302
Individual,Bansalan,Davao Del Sur,Davao Oriental,Caraga,Palma Gil,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 12D,43,511018.7,0.25,127754.68,0.0135,1724.69,2022,13,8,3,1,52.5,1049.98,43.57,0,12.0,4.0,13.144163420301837,11.757874968917083,6.9574783412001695
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Baliok,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,170,878837.44,0.2,175767.49,0.0107,1880.71,2021,9,8,3,1,61.8,1373.15,38.11,1,3.0,1.0,13.686356360001596,12.076923010398012,7.2255906371293275
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,City of Davao,Panacan,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1619,14948738.0,0.5,7474369.0,0.0187,139770.7,2021,18,8,3,1,43.4,93519.64,37.33,1,9.0,3.0,16.520137506417406,15.826990392752732,11.44593743957848
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 13-B (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,84,700523.12,0.2,140104.62,0.0107,1499.12,2021,17,8,4,1,89.7,1110.28,5.0,1,3.0,1.0,13.459584076714592,11.850151845724685,7.013267783089134
Individual,Maragusan,Davao De Oro,Davao Del Norte,San Isidro,Kipalili,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 13C,47,698778.43,0.25,174694.61,0.0127,2218.62,2022,6,7,2,0,12.5,588.35,75.96,0,3.0,1.0,13.457090420632484,12.070800367014199,6.379020234672579
Company,City of Davao,Davao Del Sur,Davao Del Sur,Santa Cruz,Coronon,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1135,6851766.66,0.5,3425883.33,0.0159,54471.54,2021,2,3,1,1,32.1,26445.32,70.57,0,3.0,1.0,15.74001722950332,15.046870194891103,10.182872297172127
Individual,Tarragona,Davao Oriental,Davao Del Sur,City of Davao,Pangyan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,136,1203732.68,0.2,240746.54,0.013,3129.71,2022,18,8,1,0,15.3,739.88,76.1,0,12.0,4.0,14.000938684370167,12.391504111539632,6.607838668862014
Individual,Island Garden City of Samal,Davao Del Norte,Davao Del Sur,CITY OF DAVAO,Matina Aplaya,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,68,339724.52,0.2,67944.9,0.0142,964.82,2024,9,8,4,1,82.7,893.51,12.42,1,9.0,3.0,12.735893276437317,11.12646707927467,6.796276082316133
Individual,City of Davao,Davao Del Sur,Davao De Oro,NEW BATAAN,  Magangit ,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4539,4315656.08,0.4,1726262.43,0.0107,18471.01,2021,13,8,3,1,63.2,11085.32,37.11,1,6.0,2.0,15.277760149006184,14.361469763545035,9.313467194798589
Individual,City of Davao,Davao Del Sur,Davao Del Norte,Island Garden City of Samal,Mambago-A,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,222,1402165.46,0.2,280433.09,0.0133,3729.76,2021,9,8,1,0,8.6,523.13,83.71,0,9.0,3.0,14.153529069913942,12.544094003072313,6.261739745154463
Company,Laak,Davao De Oro,Davao Occidental,Malita,Tical,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1297,9680407.37,0.5,4840203.68,0.0163,78895.32,2022,19,8,2,1,29.2,52210.26,64.22,0,3.0,1.0,16.085614645346386,15.392467567054847,10.86305345942119
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Atan-awe,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,3909,9425788.56,0.4,3770315.42,0.0128,48260.04,2023,20,8,1,0,9.1,15344.61,92.7,0,3.0,1.0,16.058960060733888,15.142669486936663,9.638584718626065
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Santa Cruz,Saliducon,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 28A,81,767840.26,0.25,191960.07,0.0148,2841.01,2024,7,7,1,0,18.4,660.42,85.87,0,12.0,4.0,13.551338298057594,12.165047870034579,6.494389038977715
Company,City of Digos,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 18-B (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,224,2249590.76,0.2,449918.15,0.0127,5713.96,2024,7,7,3,1,67.8,3574.14,14.91,1,6.0,2.0,14.626259317718375,13.016823178937846,8.181759615200503
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 28-C (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,208,1197667.63,0.2,239533.53,0.0141,3377.42,2024,5,5,2,1,48.4,1934.11,40.98,1,6.0,2.0,13.99588741672484,12.386452860806182,7.567919451393341
Company,City of Davao,Davao Del Sur,Davao Del Norte,Carmen,Minda,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,913,5349520.99,0.5,2674760.5,0.0142,37981.6,2021,4,4,1,0,18.3,7353.95,80.65,0,9.0,3.0,15.492517767216897,14.79937077545885,8.903128834915897
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 12-B (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,254,3351233.18,0.5,1675616.59,0.0143,23961.32,2022,19,8,3,1,55.2,18120.69,51.03,1,9.0,3.0,15.024839247894532,14.331692365732073,9.804864842356032
Individual,Compostela,Davao De Oro,Davao Del Sur,City of Davao,Tibungco,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,154,1108548.06,0.2,221709.61,0.0142,3148.28,2022,8,8,1,0,13.2,442.95,85.67,0,3.0,1.0,13.91856256506546,12.309128251924314,6.095711943478336
Individual,City of Davao,Davao Del Sur,Davao Del Norte,City of Panabo,Nanyo,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,316,2364033.04,0.2,472806.61,0.0126,5957.36,2024,7,6,2,1,30.9,3971.33,60.43,0,6.0,2.0,14.675880056727637,13.066443840545169,8.287108103284977
Company,Padada,Davao Del Sur,Davao Del Norte,City of Panabo,Waterfall,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,119,601399.76,0.2,120279.95,0.0141,1695.95,2022,12,8,1,0,6.1,275.98,86.47,0,3.0,1.0,13.307016813253759,11.69758553530872,5.6239453014145715
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Panacan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,974,5751074.67,0.4,2300429.87,0.0164,37727.05,2023,16,8,2,0,19.6,11088.11,78.71,0,3.0,1.0,15.564897468321032,14.648606998137017,9.3137188246443
Individual,Mabini,Davao De Oro,Davao Del Sur,City of Davao,Barangay 36-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,161,1361849.79,0.2,272369.96,0.0127,3459.1,2023,10,8,1,1,27.8,2095.06,77.02,0,9.0,3.0,14.1243552075611,12.51492023964495,7.647814670985416
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Atan-awe,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4700,6719974.57,0.4,2687989.83,0.011,29567.89,2024,10,8,5,1,68.8,24488.25,5.0,1,9.0,3.0,15.720595077076057,14.804304569161024,10.105989524732472
Individual,San Isidro,Davao Del Norte,Davao Del Sur,Matanao,Lower Marber,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2563,3493204.66,0.4,1397281.86,0.0105,14671.46,2023,5,5,3,1,77.6,11631.49,5.34,1,9.0,3.0,15.066330399811253,14.150040094479314,9.361557324058
Individual,City of Davao,Davao Del Sur,Davao De Oro,Pantukan,Bongabong,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,302,1132878.06,0.2,226575.61,0.0131,2968.14,2021,13,8,3,1,58.3,2205.26,36.68,1,3.0,1.0,13.940272791152934,12.330838400712588,7.699054053249238
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Daliaon Plantation,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,288,2680442.36,0.2,536088.47,0.0128,6861.93,2022,3,4,2,0,33.8,1409.95,49.44,0,3.0,1.0,14.801492771640358,13.192056347764863,7.252018515363858
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,Kiblawan,Waterfall,Industrial,IND-01,Industrial Zone,Warehouse / Light Manufacturing,N/A,1374,12847303.98,0.5,6423651.99,0.0149,95712.41,2024,20,8,4,1,63.2,80870.95,17.86,1,6.0,2.0,16.368644618126382,15.675497515403771,11.300622318572747
Individual,Bansalan,Davao Del Sur,Davao Oriental,Caraga,Don Leon Balante,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,438,3961135.93,0.45,1782511.17,0.0173,30837.44,2021,11,8,1,1,33.9,18814.21,68.41,0,12.0,4.0,15.192041645559684,14.393534258736763,9.842420864272718
Individual,Baganga,Davao Oriental,Davao Del Sur,City of Davao,Barangay 20-B (Pob.),Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,2681,5944247.4,0.4,2377698.96,0.0131,31147.86,2022,10,8,1,1,26.8,17502.36,71.68,0,3.0,1.0,15.597934654546929,14.681644175017514,9.770148141481965
Company,City of Davao,Davao Del Sur,Davao Oriental,Governor Generoso,Crispin Dela Cruz,Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,192,1706869.7,0.45,768091.36,0.0151,11598.18,2021,1,2,2,1,58.4,7345.87,22.78,1,9.0,3.0,14.350172251983206,13.551665265315771,8.902029651166739
Individual,Matanao,Davao Del Sur,Davao De Oro,Maco,Sangab,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,364,625554.45,0.2,125110.89,0.0113,1413.75,2021,9,8,2,1,52.5,731.17,47.81,0,9.0,3.0,13.34639525404074,11.736963735903439,6.596012727434834
Company,City of Digos,Davao Del Sur,Davao Del Sur,Magsaysay,San Miguel,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,326,4527671.48,0.5,2263835.74,0.0133,30109.02,2024,18,8,3,1,47.2,18584.99,42.56,1,,,15.325718564093583,14.632571604397645,9.830163350077756
Individual,City of Davao,Davao Del Sur,Davao De Oro,Compostela,Panansalan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4631,5920669.58,0.4,2368267.83,0.01,23682.68,2022,6,6,2,0,31.4,10112.19,53.29,0,3.0,1.0,15.593960274093861,14.677669794724856,9.221595791424685
Individual,Monkayo,Davao De Oro,Davao Del Sur,City of Davao,Pampanga,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,300,1481459.04,0.2,296291.81,0.0122,3614.76,2024,9,8,4,1,85.7,2786.16,5.0,1,9.0,3.0,14.208538672969146,12.599103467320559,7.932778435234881
Individual,Malalag,Davao Del Sur,Davao Del Norte,City of Panabo,Katualan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,111,623764.59,0.2,124752.92,0.0117,1459.61,2024,6,5,3,1,62.3,1165.75,14.66,1,3.0,1.0,13.343529919723498,11.73409843596577,7.061977384829925
Individual,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Barangay 34-D (Pob.),Residential,RES-01,Residential Zone,Single Detached Housing,N/A,198,1098704.78,0.2,219740.96,0.0119,2614.92,2024,20,8,2,1,59.9,1443.22,46.01,0,9.0,3.0,13.909643481437854,12.300209227847384,7.27532466241863
Individual,City of Davao,Davao Del Sur,Davao Del Sur,KIBLAWAN,Kisulan,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,68,409108.03,0.2,81821.61,0.0145,1186.41,2021,13,8,4,1,79.0,959.11,5.0,1,12.0,4.0,12.921736976516714,11.312308890265745,6.867047861231047
Individual,City of Davao,Davao Del Sur,Davao Occidental,Malita,Lacaron,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,309,1171279.49,0.2,234255.9,0.011,2576.81,2023,7,8,1,1,34.1,1608.62,69.18,0,12.0,4.0,13.973608144213017,12.36417365537657,7.383753405275541
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Talomo River,Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 28B,74,1288510.09,0.25,322127.52,0.0148,4767.49,2021,13,8,3,1,62.2,3209.4,42.42,1,9.0,3.0,14.068997915944774,12.682705875329964,8.074150818952708
Individual,City of Panabo,Davao Del Norte,Davao Del Norte,New Corella,Del Pilar,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1392,2305005.32,0.4,922002.13,0.0109,10049.82,2024,6,6,1,0,12.5,2595.64,72.6,0,3.0,1.0,14.650593976274637,13.734303897326894,7.861973580567572
Individual,Santo Tomas,Davao Del Norte,Davao Del Sur,City of Davao,San Isidro (Licanan),Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,219,986285.79,0.2,197257.16,0.013,2564.34,2022,10,8,2,1,40.7,1295.32,37.6,0,,,13.801702453361568,12.192268606673748,7.167284760014326
Individual,Matanao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 17-B (Pob.),Residential Condo,RES-02,Residential High Density,Condominium Residential,Unit 11A,79,1145471.88,0.25,286367.97,0.014,4009.15,2022,4,3,1,1,80.5,2012.28,26.28,1,9.0,3.0,13.951328105344443,12.56503636322682,7.607520511843658
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 33-D (Pob.),Mixed Use,MIX-01,Mixed Use Corridor,Residential-Commercial,N/A,212,3219636.77,0.45,1448836.55,0.0151,21877.43,2024,12,8,4,2,106.4,24702.48,5.0,1,9.0,3.0,14.984779417403871,14.186272103216579,10.114699403380166
Individual,City of Digos,Davao Del Sur,Davao Del Sur,Malalag,Lapu-Lapu,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4904,5892940.25,0.4,2357176.1,0.0111,26164.65,2023,19,8,1,0,20.7,3942.45,79.48,0,9.0,3.0,15.58926579431507,14.672975316982702,8.279811253665487
Individual,Magsaysay,Davao Del Sur,Davao Del Sur,Magsaysay,Dalumay,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,4131,2528848.59,0.4,1011539.44,0.0115,11632.7,2024,20,8,3,1,57.1,7893.05,38.53,1,3.0,1.0,14.743275049783012,13.826984915018134,8.973864590127233
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Magtuod,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,145,750566.78,0.2,150113.36,0.0108,1621.22,2022,12,8,1,1,30.4,749.51,66.58,0,12.0,4.0,13.528585239102252,11.919152682599144,6.6207529754351135
Individual,City of Tagum,Davao Del Norte,Davao Del Norte,ISLAND GARDEN CITY OF SAMAL,Tagpopongan,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1318,1829059.04,0.4,731623.62,0.0125,9145.3,2024,20,8,1,0,19.1,2602.67,90.63,0,3.0,1.0,14.419312753515465,13.503022847201622,7.864677267187175
Individual,San Isidro,Davao Del Norte,Davao Del Norte,Island Garden City of Samal,Santa Cruz,Agricultural,AGR-01,Agricultural Zone,Crop / Orchard Land,N/A,1581,4018270.48,0.4,1607308.19,0.011,17680.39,2023,12,8,1,1,38.3,7116.36,60.87,0,3.0,1.0,15.20636238802775,14.29007202820405,8.87029214913085
Company,Kiblawan,Davao Del Sur,Davao Del Sur,City of Davao,  Sumimao ,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,431,7910841.62,0.5,3955420.81,0.0174,68824.32,2023,18,8,2,0,19.9,24570.03,68.17,0,6.0,2.0,15.883744859986916,15.190597805835747,10.109323385678483
Company,City of Panabo,Davao Del Norte,Davao Del Sur,City of Davao,Dalagdag,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,205,1536551.24,0.2,307310.25,0.0112,3441.87,2024,11,8,2,1,48.7,2159.85,32.06,1,9.0,3.0,14.245051659323881,12.635616356625176,7.678256941788624
Individual,Laak,Davao De Oro,Davao Occidental,Sarangani,Tinina,Residential Vacant Land,RVL-01,Residential Expansion Zone,Idle Residential Land,N/A,772,3108934.29,0.2,621786.86,0.0101,6280.05,2023,14,8,1,1,30.5,2680.16,80.49,0,12.0,4.0,14.949790875057797,13.340354252453507,7.894004815679395
Individual,City of Davao,Davao Del Sur,Davao De Oro,Maco,Langgam,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,279,2184749.97,0.2,436949.99,0.0126,5505.57,2021,5,5,2,1,34.6,3804.52,53.21,0,3.0,1.0,14.597012407476418,12.987576316758583,8.244207923244812
Individual,Bansalan,Davao Del Sur,Davao Del Sur,City of Davao,Sasa,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,247,1689837.57,0.2,337967.51,0.012,4055.61,2022,8,7,3,2,98.8,4498.02,5.0,1,,,14.340143561626803,12.730708004444491,8.41161487426361
Individual,City of Davao,Davao Del Sur,Davao Del Sur,Malalag,Kiblagon,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,242,1547155.33,0.2,309431.07,0.0133,4115.43,2021,11,8,4,2,88.8,4420.57,7.18,1,6.0,2.0,14.251929178101857,12.642493863979704,8.394250115621782
Individual,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Tibuloy,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,150,990762.31,0.2,198152.46,0.0111,2199.49,2023,12,8,1,0,11.4,733.16,89.82,0,12.0,4.0,13.806230945229412,12.196797059985181,6.598726988510758
Individual,City of Mati,Davao Oriental,Davao Del Norte,City of Panabo,  San Vicente ,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,64,375993.4,0.2,75198.68,0.0108,812.15,2022,7,7,1,1,51.5,334.7,41.33,0,12.0,4.0,12.8373295286441,11.22790225460973,5.816217903985989
Company,Santa Maria,Davao Occidental,Davao De Oro,Monkayo,Union,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,320,6046517.6,0.5,3023258.8,0.0138,41720.97,2024,7,8,1,1,23.8,17743.69,61.63,0,3.0,1.0,15.614993226362497,14.921846211186963,9.783841595218222
Individual,Manay,Davao Oriental,Davao Del Sur,City of Davao,Acacia,Residential,RES-01,Residential Zone,Single Detached Housing,N/A,319,1746558.12,0.2,349311.62,0.0114,3982.15,2021,9,8,2,1,40.6,2493.21,39.53,0,6.0,2.0,14.373158193214365,12.763722559543933,7.8217273247801895
Company,City of Davao,Davao Del Sur,Davao De Oro,Maragusan,Langgawisan,Commercial Vacant Land,CVL-01,Commercial Expansion Zone,Idle Commercial Land,N/A,191,1095215.81,0.4,438086.32,0.0153,6702.72,2024,16,8,2,0,19.4,1700.77,76.87,0,9.0,3.0,13.906462901633326,12.990173530219467,7.439424164866609
Company,City of Davao,Davao Del Sur,Davao Del Sur,City of Davao,Barangay 12-B (Pob.),Commercial,COM-01,Commercial Zone,Retail / Office,N/A,487,12564553.85,0.5,6282276.92,0.0134,84182.51,2024,16,8,4,2,106.8,102489.27,5.0,1,12.0,4.0,16.346390300556685,15.653243198789818,11.537523146225496
Company,Island Garden City of Samal,Davao Del Norte,Davao De Oro,New Bataan,Bantacan,Commercial,COM-01,Commercial Zone,Retail / Office,N/A,116,2478086.71,0.5,1239043.35,0.0146,18090.03,2021,16,8,3,2,102.4,19887.02,5.0,1,6.0,2.0,14.722997736025045,14.02985095496662,9.897872819381524
